PartnerID,NationalIDNumber,LoginID,OrganizationLevel,FirstName,MiddleName,LastName,Suffix,JobTitle,BonusMonth,WeekOffDay,PhoneNumber,PhoneNumberType,EmailAddress,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,PAN,UIDAI,SSN,CountryRegionName,BirthDate,Age,MaritalStatus,Gender,HireDate,RetirementYear,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,ProefficientLanguage,LicenseNumber,PassportNumber,BonusMonth_1,Ethenicity,PercentageLeaveLeft,QuarterVaccationHours,FullName,BloodGroup,Department,BirthDate1,WeekOffDay1,PAN1,UIDAI1,LicenseNumber1,PassportNumber1
39.0,461786517,adventure-works\ed0,4,Ed,R,Dudenhoefer,,Production Technician - WC60,9:done,Tue 80,919-555-0140,Work,ed0@adventure-works.com,5672 B^&%@ el Ai>< r Dr.,,BeÉÉÉÉÉllevue,"()274Washington""""""""","980""}30",XGZ4 &^5D2 13?:7,3.67E+11,PO ()380984580,United States,2/3/2030,,Single,M2197,2/28/2011,#VALUE!,FALSE,25,6fffff11,True,{8EF22FB3-AF37-4B44-8862-D60A7CB09D82},6/30/2014 0:00,A F r&ican,,12096460,Ja (nua ry,As&^ian,dv49,,Pe46 ter Parker,B 12+,vending,2/5/1989,Tue 80,AGPCB3705U,3076 6146 3849,,12096460
40.0,309738752,adventure-works\jolynn0,3,JoLynn,M,Dobney,,Production Supervisor - WC60,10>mo nthÀ,Monday 4,903-555-0145,Work,jolynn0@adventure-works.com,7050 L^a%^ ur &?~! el,,Sammam *6678Éish,California,982 qy1 ua1,4567,1.33E+11,137 ???64 9870,United States,2/4/2030,10,Single,FE ()MME,12/26/2007,#VALUE!,FALSE,82,"4 ""0",True,{2CC71B96-F421-485E-9832-8723337749BB},6/30/2014 0:00,P &olish,UK06 20203718496,A209645707,Feb %%,,xa^)16,,B obM5arley,O+5 6?,intern,5/31/1991,Monday 4,4567,4718 7188 2819,UK06 20203718496,A1045608
41.0,458159238,adventure-works\bryan0,4,Bryan,,Baker,,Production Technician - WC60,1$,Tuesday *****5,712-555-0113,Cell,bryan0@adventure-works.com,477 Sa nt #@a Mar (ia,,Newport Hil&ls,California,)(wi98054,DAJO,4250 0000 0000,55?335MK8107,United States,2/5/2030,,Single,F,1/21/2009,#VALUE!,FALSE,35,21_____,True,{4652D4E4-6A27-47ED-9F51-C377E293DA28},6/30/2014 0:00,C #hine $SE,Hp45 198625471897,F60$)45607,Mar !!! ch,Uzb __ek,7 ^&6 fs,,Step45hen Hawking,A& )(+,floor,6/15/1989,Tuesday *****5,DAJO,5177 5394 4789,Hp45 198625471897,F60$)45607
42.0,339712426,adventure-works\james0,4,James,D,Kramer,,Production Technician - WC60,6 nd ),Wednesday -----6,119-555-0117,Cell,james0@adventure-works.com,9 sh^559 Worth32 %%% Cft.,,ReÉnton,California,B!`98057,DAJO,4.51E+11,É434044956,United States,2/6/2032,88,Single,....23M,12/27/2008,#VALUE!,FALSE,39,80hrs,True,{82E52D5A-165B-4C6D-9773-C3A6B6332ECD},6/30/2014 0:00,J a panes e,aw23-19676 %28105725480,V92 & 32810,ap #@r,,804,,B obM5arley,31 *& B+,local,1/4/1991,Wednesday,DAJO,3811 0238 6944,AP45 19562435673,A1045608
43.0,693325305,adventure-works\nancy0,4,Nancy,A,Anderson,,Production Technician - WC60,4t h,,970-555-0118,Cell,nancy0@adventure-works.com,2139 Bir *(chwo ()od D@#r,,Redmo nd___,California,_____slkx98009,B ^%A JPC4350M&,5030 0000 0000,"648 MKO32 ""{}843",United States,,78,M,M,1/2/2009,#VALUE!,FALSE,34,4 2mins,True,{6B7EB306-9A00-496A-98A9-4E94FE72F77C},6/30/2014 0:00,e Ng (lish,hr06 201278904569,K $@76 09072,ma%y$,Poli *&sh,6 0,4.7js 2&,Step45hen Hawking,?>45A negative-,vending,6/25/1989,,AGPCB3705U,3750 8430 7653,hr06 201278904569,A1045608
44.0,276751903,adventure-works\simon0,4,Simon,D,Rapier,,Production Technician - WC60,14 %th,abc,963-555-0134,Work,simon0@adventure-works.com,7 6 ^%78 Lak &eview Blv {}d.,,Mi []?nn 373eapolis,California,postal---98058,"D)(,AJ %PC4150P",8760 0000 0000,)#@ 76}{ dk0397012,United States,2/8/2030,9,S,!!!!~`M,12/8/2008,#VALUE!,FALSE,38,23s ecs,True,{F734D38A-56B5-471E-8DED-A682E958A9B3},6/30/2014 0:00,A F r&ican,HR06 19$ 4556251469,L12 290RT 77,j u ___ne,Indo )(Aryan,12 *& 0,8dajds,Ma noj263 Bajpayee,45 *B-negative,intern,2/15/1989,abc,"D)(,AJ %PC4150P",4755 8766 9949,AP45 19562435673,L12 290RT 77
45.0,500412746,adventure-works\thomas0,4,Thomas,R,Michaels,,Production Technician - WC60,3r Àd,Saturday,278-555-0118,Cell,thomas0@adventure-works.com,11 435 Bre &*ck Cour &#t,,B45el *()le vueÉ,California,ahd)))98055,XG ZF@E 722%5A,7820 0000 0000,"7 )24<> 24? ""dy5254",United States,2/9/2032,98,M,F,2/26/2009,#VALUE!,FALSE,37,50É,True,{8FF3AF67-32F2-4A08-98C3-A40F842D41A3},6/30/2014 0:00,P &olish,UP78 2012%784526%,A10 V37911,ju %!>l,Al&% bani)(an,1+_6,9 ^.8,Al 4exandra C90lave,A ()B+,floor,1/8/1989,Saturday,XG ZF@E 722%5A,9833 8327 6975,AP45 19562435673,A10 V37911
46.0,66073987,adventure-works\eugene1,4,Eugene,O,Kogan,,Production Technician - WC60,12t )(h,Sunda y,173-555-0179,Cell,eugene1@adventure-works.com,435@ 0 Min ()ute Dr.$$,,R3e nt on{}?><,California,"55402""""""",C$$ !!TUG E1616I,2150 0000 0000,3 :ajjda^54160893,United States,2/10/2032,99,S,M,2/8/2009,#VALUE!,FALSE,36,p ++++53,True,{33543B35-77DA-4600-A41B-1EAFEA0AD643},6/30/2014 0:00,C #hine $SE,AP45-300057315629,A0296460,a^ug(ust,,1595,1.4d (),Rob 17Watt,___AB-,local,4/15/1989,Sunda y,BXOTB9065C,6321 8481 2058,AP45 19562435673,A1045608
47.0,33237992,adventure-works\andrew0,3,Andrew,R,Hill,,Production Supervisor - WC10,5 m>,Mon,908-555-0159,Cell,andrew0@adventure-works.com,10 sh^559 Worth32 %%% Cft.,,K en (*&more,California,(+98004),PE &)ÓVFV%^45 06ÓY,4.49E+11,"48039""""""""Pnck0514",United States,2/11/2030,99,S,{{{ F}}}},2/22/2009,#VALUE!,FALSE,65,x+51hrs,True,{08365B05-C143-4260-A93C-6B69418B1946},6/30/2014 0:00,J a panes e,UP78 2012%784526%,Q2096456,sep ][,As&^ian,1750,3.1yt%,Pe46 ter Parker,O89+,vending,6/25/1989,Mon,AGPCB3705U,5485 5000 8000,AP45 19562435673,A1045608
48.0,690627818,adventure-works\ruth0,4,Ruth,Ann,Ellerbrock,,Production Technician - WC10,5RT&,,145-555-0130,Cell,ruth0@adventure-works.com,2140 Bir *(chwo ()od D@#r,,Evere t####?t,California,98055doxck,,3.76E+11,hsdzcbvb 755284521,United States,1/2/1991,96,M,M,1/6/2008,#VALUE!,FALSE,83,>>> 6 6,True,{3E3B6905-209E-442E-B8A8-9A0980241C6A},6/30/2014 0:00,Sp anish,AP45-300057315629,12096460,october*****,,dv50,12.45 &^%$,B obM5arley,,intern,3/28/1989,,,3066 2940 6413,AP45 19562435673,12096460
49.0,912265825,adventure-works\barry0,4,Barry,K,Johnson,,Production Technician - WC10,9:done,,206-555-0180,Work,barry0@adventure-works.com,8 6 ^%78 Lak &eview Blv {}d.,,Be////|\llevue,California,101 ldazj! 028,"DA ?""{}JP 12Ó22 ?25",5.83E+11,36 ^^^^djdsbjvz2070717,United States,1/29/1969,99,S,M,1/7/2008,#VALUE!,FALSE,88,4 3< <<,True,{756A60AE-378F-43D8-9F93-1E821D1EAF52},6/30/2014 0:00,Engli sh$,SP12 20084567289,A0296461,n80ovem : ber,Uzb __ek,xa^)17,1mc(3.12,Step45hen Hawking,,floor,6/25/1989,,"DA ?""{}JP 12Ó22 ?22",7322 8440 2681,SP12 20084567289,A1045608
50.0,844973625,adventure-works\sidney0,4,Sidney,M,Higa,,Production Technician - WC10,10>mo nthÀ,Tuesdy,424-555-0189,Work,sidney0@adventure-works.com,12 435 Bre &*ck Cour &#t,,Sa n F 089rancÉisco|||||,California,"98vsxj""204",,7.00E+11,54 1***)dja25621009878,United States,6/16/1981,12,M,F5,2/2/2008,#VALUE!,FALSE,84,4 :{)(4,True,{40D603D9-7F99-48B7-A580-B17CF429BED2},6/30/2014 0:00,Hi nDi! *,UK06 20203718496,Q2096457,sep72498 ^tember,Portugue )(&se,8 ^&6 fs,4.7js 2&,Ma noj263 Bajpayee,,local,3/28/1989,Tuesdy,,3425 0653 1151,UK06 20203718496,A1045608
51.0,132674823,adventure-works\jeffrey0,4,Jeffrey,L,Ford,,Production Technician - WC10,1$,Saturday,984-555-0185,Work,jeffrey0@adventure-works.com,5673 B^&%@ el Ai>< r Dr.,,Ken^^^more 46,Washington,98272,BA */'\123Ó45 6M4,2090 0000 0000,PPP)(51125621009881,United States,5/2/1963,66,S,M4,2/20/2008,#VALUE!,FALSE,85,É2:: ???? ?4\,True,{6E086F41-B81D-4BDC-9F13-0EEC488DC43E},6/30/2014 0:00,Po l@iSH,Hp45 198625471897,,febu14$rary,Polish,805,12.45 &^%$,Al 4exandra C90lave,A& )(+,marketing,2/5/1989,Saturday,BA */'\123Ó45 6M1,3968 4957 8725,Hp45 198625471897,
1.0,565090917,adventure-works\doris0,4,Doris,M,Hartwig,,Production Technician - WC10,7 nd ),Tue 81,328-555-0150,Cell,doris0@adventure-works.com,7051 L^a%^ ur &?~! el,,Both {!ell,Washington,98028,D AJÓP1222$$26,6830 0000 0000,51125624 ____dusjf009878,United States,3/19/1977,66,M,M<,3/10/2008,3/19/2037,FALSE,86,2:03,True,{692B8826-03B4-4C3B-82FC-1FC6F1409689},6/30/2014 0:00,Ru $$sssian,hr06 201278904570,B1846289,7327april^&,Albanian,7 0,1mc(3.13,P 78riya Nutan,32 *& B+,tech,5/31/1991,Tue 81,DAJÓ P12><222++4,8587 9139 2785,hr06 201278904570,B1846289
2.0,9659517,adventure-works\diane0,4,Diane,R,Glimp,,Production Technician - WC10,4t h,,202-555-0151,Cell,diane0@adventure-works.com,478 Sa nt #@a Mar (ia,,R 45edmond,Washington,98052,XGZ4 &^5D2 13?:8,5.90E+11,"54 """"""""125621009878",United States,,66,M,female,3/28/2008,#VALUE!,FALSE,87,22-pr,True,{C334B2D2-0C56-4906-9095-F1D07A98CBEC},6/30/2014 0:00,e Ng (lish,HR06 19$ 4556251470,V67 16374,Ja (nua ry,Uzbek,13 *& 0,4.7js 2&,Rob 17Watt,?>45A negative-,management,6/15/1989,,AGPCB3705U,9502 1517 6995,AP45 19562435673,V67 16374
3.0,109272464,adventure-works\bonnie0,4,Bonnie,N,Kearney,,Production Technician - WC10,15 %th,Tuesday *****6,264-555-0150,Work,bonnie0@adventure-works.com,5673 B^&%@ el Ai>< r Dr.,,"Rent36)* o """"n",Washington,98296,B A1#@ 23 ><456M5,2010 0000 0000,5112++++^^^ajm5621009881,United States,3/6/1978,36,M,Male,1/1/2010,#VALUE!,FALSE,89,""" 40:st r",True,{E950A52A-DF61-4FEC-9063-545664D65B89},6/30/2014 0:00,A F r&ican,,L1264782,Feb %%,IndoAryan,1+_7,8dajds,Pe46 ter Parker,46 *B-negative,operations,1/4/1991,Tuesday *****6,AGPCB3705U,9826 6359 8852,,L1264782
4.0,233069302,adventure-works\taylor0,3,Taylor,R,Maxwell,,Production Supervisor - WC50,3r Àd,Wednesday -----7,508-555-0165,Work,taylor0@adventure-works.com,7051 L^a%^ ur &?~! el,,Re &^ nto|||n,Washington,98020,,9100 0000 0000,PO ()380984581,United States,1/29/1972,66,M,Female,2/8/2008,#VALUE!,FALSE,79,87++,True,{28F7EF89-2793-4989-B67D-25046543C1E3},6/30/2014 0:00,Sp anish,AP45-300057315630,K7552746,Mar !!! ch,Portuguese,1905,10 ^.8,B obM5arley,A ()B+,sales,6/25/1989,Wednesday,,3052 7875 6145,AP45 19562435673,K7552746
5.0,652535724,adventure-works\denise0,4,Denise,H,Smith,,Production Technician - WC50,12t )(h,Thursday 7329+,869-555-0119,Cell,denise0@adventure-works.com,478 Sa nt #@a Mar (ia,,"Re :""dm +_ond",Washington,98028,XGÓZ4 5D213%%%%9,2690 0000 0000,138 ???64 9870,United States,1/1/2033,Thirty Four,M,F9,2/5/2009,#VALUE!,FALSE,9,6 LLLL4,True,{77878C43-F16E-437D-892F-3CFCC0715A0A},6/30/2014 0:00,Engli sh$,SP12 20084567289,P9046279,ap #@r,Black,2060,1.4d (),Step45hen Hawking,___AB-,IT,2/15/1989,Thursday 7329+,XGÓZ4 5D213%%%%6,3076 6146 3849,SP12 20084567289,P9046279
6.0,10708100,adventure-works\frank1,4,Frank,T,Miller,,Production Technician - WC50,6 m>,3,167-555-0139,Work,frank1@adventure-works.com,10 sh^559 Worth32 %%% Cft.,,"Ev e 77 "":26rett",Washington,98296,B ^%A JPC4350M&,3090 0000 0000,55?335MK8108,United States,2/3/2030,51,S,M+,2/23/2009,#VALUE!,FALSE,10,4IO3,True,{B395CD84-77BA-4D3C-A49D-D9E8D6CF100B},6/30/2014 0:00,Hi nDi! *,UK06 20203718496,A1045608,ma%y$,White,dv51,,B obM5arley,O89+,marketing,1/8/1989,3,AGPCB3705U,4718 7188 2819,UK06 20203718496,A1045608
7.0,571658797,adventure-works\kendall0,4,Kendall,C,Keil,,Production Technician - WC50,5RT&,Saturday,138-555-0128,Work,kendall0@adventure-works.com,2140 Bir *(chwo ()od D@#r,,"Re"":dmÉÉond",Washington,98104,"D)(,AJ %PC4150P",5030 0000 0000,É434044957,United States,2/4/2030,36,M,M],12/5/2008,#VALUE!,FALSE,11,6fffff12,True,{65207627-5521-4A8E-AD3C-B2F1B5226B85},6/30/2014 0:00,Po l@iSH,Hp45 198625471898,B1846289,Ja (nua ry,Asian,xa^)18,12.45 &^%$,Step45hen Hawking,A% $+,tech,4/15/1989,Saturday,"D)(,AJ %PC4150P",5177 5394 4789,Hp45 198625471898,B1846289
8.0,843479922,adventure-works\bob0,4,Bob,N,Hohman,,Production Technician - WC50,9:done,Sunda y,611-555-0116,Work,bob0@adventure-works.com,8 6 ^%78 Lak &eview Blv {}d.,,BeÉÉÉÉÉllevue,Washington,98011,,3950 0000 0000,"649 MKO32 ""{}843",United States,,43,S,M#,12/24/2008,#VALUE!,FALSE,12,"5 ""0",True,{68616AEA-81E5-4940-A7E4-6FBA882BCCF6},6/30/2014 0:00,Ru $$sssian,aw23-19676 %28105725481,V67 16374,Feb %%,German,9 ^&6 fs,1mc(3.13,Ma noj263 Bajpayee,B 12+,management,5/31/1991,Sunda y,,3811 0238 6944,AP45 19562435673,V67 16374
9.0,827686041,adventure-works\pete0,4,Pete,C,Male,,Production Technician - WC50,10>mo nthÀ,Sat,768-555-0123,Cell,pete0@adventure-works.com,12 435 Bre &*ck Cour &#t,,Sammam *6678Éish,Washington,98104,C$$ !!TUG E1616I,5030 0000 0000,)#@ 76}{ dk0397013,United States,,45,S,M$,1/11/2009,#VALUE!,FALSE,13,21_____,True,{1F1D813D-3EDC-4274-8E9B-4519D71685B6},6/30/2014 0:00,e Ng (lish,hr06 201278904570,L1264782,Mar !!! ch,African,806,,Al 4exandra C90lave,,operations,6/15/1989,Sat,BXOTB9065C,3750 8430 7653,hr06 201278904570,L1264782
10.0,92096924,adventure-works\diane2,4,Diane,H,Tibbott,,Production Technician - WC50,January,Fri,361-555-0180,Work,diane2@adventure-works.com,435@ 0 Min ()ute Dr.$$,,Newport Hil&ls,Washington,98028,PE &)ÓVFV%^45 06ÓY,3.68E+11,"8 )24<> 24? ""dy5254",United States,2/7/2030,33,S,F,1/18/2009,#VALUE!,FALSE,8,80hrs,True,{721A2921-C415-46DE-9111-13F25F428B8B},6/30/2014 0:00,A F r&ican,HR06 19$ 4556251470,B1846289,ap #@r,Thai,8 0,2.5,Rob 17Watt,,sales,1/4/1991,Fri,AGPCB3705U,4755 8766 9949,AP45 19562435673,B1846289
11.0,494170342,adventure-works\john0,3,John,T,Campbell,,Production Supervisor - WC60,February,mdy,435-555-0113,Work,john0@adventure-works.com,11 sh^559 Worth32 %%% Cft.,,ReÉnton,Washington,98104,B A123&&!!!@45 6ÓM4,6.41E+11,4 :ajjda^54160893,United States,2/8/2030,66,M,M,3/17/2008,#VALUE!,FALSE,81,5 2mins,True,{D4ED1F78-7C28-479B-BFEF-A73228BA2AAA},6/30/2014 0:00,P &olish,UP78 2012%784526%,V67 16374,ma%y$,Polish,14 *& 0,5.67,Pe46 ter Parker,33 *& B+,IT,6/25/1989,mdy,AGPCB3705U,9833 8327 6975,AP45 19562435673,V67 16374
12.0,414476027,adventure-works\maciej0,4,Maciej,W,Dusza,,Production Technician - WC60,March,3,237-555-0128,Cell,maciej0@adventure-works.com,2141 Bir *(chwo ()od D@#r,,Seattle,Washington,98020,"DA ?""{}JP 12Ó22 ?26",1.21E+11,"48039""""""""Pnck0515",United States,2/9/2033,67,S,M,1/29/2010,#VALUE!,FALSE,30,23s ecs,True,{3229D93F-6A14-4BAC-ABC5-A91B9ECFB4D3},6/30/2014 0:00,C #hine $SE,AP45-300057315630,L1264782,j u ___ne,Albanian,1+_8,6.87,B obM5arley,?>45A negative-,marketing,2/15/1989,3,"DA ?""{}JP 12Ó22 ?22",6321 8481 2058,AP45 19562435673,L1264782
13.0,582347317,adventure-works\michael7,4,Michael,J,Zwilling,,Production Technician - WC60,April,Sunday,582-555-0148,Cell,michael7@adventure-works.com,9 6 ^%78 Lak &eview Blv {}d.,,Seattle,Washington,98020,XGZ 4@!][5D2Ó138,6830 0000 0000,hsdzcbvb 755284522,United States,2/10/2033,49,S,M,2/23/2010,#VALUE!,FALSE,26,50É,True,{492B24BD-BDE9-4371-B96E-CCD72264B91F},6/30/2014 0:00,J a panes e,UP78 2012%784526%,,ju %!>l,Uzbek,2215,12.5,Step45hen Hawking,47 *B-negative,tech,1/8/1989,Sunday,XG ZF@E 722%5A,5485 5000 8000,AP45 19562435673,
14.0,8066363,adventure-works\randy0,4,Randy,T,Reeves,,Production Technician - WC60,May,,961-555-0122,Cell,randy0@adventure-works.com,13 435 Bre &*ck Cour &#t,,B45el *()le vueÉ,Washington,98020,BA */'\123Ó45 6M5,4.66E+11,37 ^^^^djdsbjvz2070717,United States,2/11/2030,52,M,M,2/23/2010,#VALUE!,FALSE,29,p ++++54,True,{9A08108D-E039-4862-8F93-55F18017AD72},6/30/2014 0:00,e Ng (lish,AP45-300057315630,P9046279,a^ug(ust,IndoAryan,2370,2.5,Ma noj263 Bajpayee,A ()B+,management,4/15/1989,,BA */'\123Ó45 6M1,3066 2940 6413,AP45 19562435673,P9046279
15.0,834186596,adventure-works\karan0,4,Karan,R,Khanna,,Production Technician - WC60,June,3,447-555-0186,Work,karan0@adventure-works.com,5674 B^&%@ el Ai>< r Dr.,,R3e nt on{}?><,Washington,98104,DAJOP,4250 0000 0000,55 1***)dja25621009878,United States,1/2/1992,52,S,M,12/22/2009,#VALUE!,FALSE,28,x+51hrs,True,{08B1BA74-DD80-4FDA-8327-93268B84977B},6/30/2014 0:00,A F r&ican,SP12 20084567289,A1045609,sep ][,Portuguese,dv52,21.5,Al 4exandra C90lave,___AB-,operations,6/25/1989,3,DAJOP,7322 8440 2681,SP12 20084567289,A1045609
16.0,63179277,adventure-works\jay0,4,Jay,G,Adams,,Production Technician - WC60,July,Tuesday *****7,407-555-0165,Work,jay0@adventure-works.com,7052 L^a%^ ur &?~! el,,Seattle,Washington,98272,DAJOP,3950 0000 0000,PPP)(51125621009882,United States,1/29/1969,46,S,M,3/5/2009,#VALUE!,FALSE,32,>>> 6 7,True,{18187809-5294-474F-85A1-D5BE6BD518D6},6/30/2014 0:00,P &olish,UK06 20203718496,B1846290,october*****,Black,xa^)19,4.8,P 78riya Nutan,O89+,sales,3/28/1989,Tuesday *****7,DAJOP,3425 0653 1151,UK06 20203718496,B1846290
17.0,537092325,adventure-works\charles0,4,Charles,B,Fitzgerald,,Production Technician - WC60,August,Wednesday -----8,931-555-0118,Work,charles0@adventure-works.com,479 Sa nt #@a Mar (ia,,Seattle,Washington,98074,B A1#@ 23 ><456M6,1.89E+11,51125625 ____dusjf009878,United States,,51,S,M,12/3/2009,#VALUE!,FALSE,27,5 3< <<,True,{CDC11292-DF74-4FB0-8676-5B2AA4687142},6/30/2014 0:00,C #hine $SE,Hp45 198625471898,V67 16375,n80ovem : ber,White,10 ^&6 fs,2.5,Rob 17Watt,A% $+,IT,2/5/1989,Wednesday,AGPCB3705U,3968 4957 8725,Hp45 198625471898,V67 16375
18.0,752513276,adventure-works\steve0,4,Steve,F,Masters,,Production Technician - WC60,September,Thursday 7329+,712-555-0170,Work,steve0@adventure-works.com,5674 B^&%@ el Ai>< r Dr.,,Be////|\llevue,Washington,98104,DAJÓ P12><222++8,1.41E+11,"55 """"""""125621009878",United States,5/2/1964,31,S,M,2/15/2009,#VALUE!,FALSE,31,5 :{)(4,True,{12F678D7-EAD3-4CF4-8518-A19AACF2A6D4},6/30/2014 0:00,J a panes e,hr06 201278904571,L1264783,sep72498 ^tember,Asian,807,5.67,Pe46 ter Parker,,marketing,5/31/1991,Thursday 7329+,DAJÓ P12><222++4,8587 9139 2785,hr06 201278904571,L1264783
19.0,36151748,adventure-works\david2,4,David,J,Ortiz,,Production Technician - WC60,October,abc,712-555-0119,Work,david2@adventure-works.com,7052 L^a%^ ur &?~! el,,Sa n F 089rancÉisco|||||,Washington,98104,XGÓZ4 5D213%%%%10,3.58E+11,5112++++^^^ajm5621009882,United States,3/19/1978,38,M,M,12/15/2008,3/19/2038,FALSE,33,É2:: ???? ?4\,True,{FC617BB8-D2A3-4374-873C-8EF38D80127D},6/30/2014 0:00,e Ng (lish,HR06 19$ 4556251471,K7552747,febu14$rary,German,9 0,6.87,B obM5arley,,tech,6/15/1989,abc,XGÓZ4 5D213%%%%6,9502 1517 6995,AP45 19562435673,K7552747
20.0,578935259,adventure-works\michael3,3,Michael,Sean,Ray,,Production Supervisor - WC30,November,Sunday,156-555-0199,Cell,michael3@adventure-works.com,479 Sa nt #@a Mar (ia,,Ken^^^more 47,Washington,98104,0,9100 0000 0000,PO ()380984582,United States,,,S,M,2/15/2009,#VALUE!,FALSE,70,2:04,True,{1AD772D7-7B4A-4A7B-8676-49DD7608CB94},6/30/2014 0:00,A F r&ican,UP78 2012%784526%,P9046280,7327april^&,African,12,12.535353,Step45hen Hawking,A+,management,1/4/1991,Sunday,0,9826 6359 8852,AP45 19562435673,P9046280
21.0,443968955,adventure-works\steven0,4,Steven,T,Selikoff,,Production Technician - WC30,December,Monday,925-555-0114,Work,steven0@adventure-works.com,11 sh^559 Worth32 %%% Cft.,,Seattle,Washington,98201,,1.36E+11,139 ???64 9870,United States,3/6/1978,45,M,M,12/1/2008,#VALUE!,FALSE,41,22-pr,True,{0A8937C9-68AA-4D48-BA4E-B40493D764AA},6/30/2014 0:00,P &olish,AP45-300057315631,A1045609,Ja (nua ry,Thai,3,2.5,B obM5arley,B+,operations,6/25/1989,Monday,,3052 7875 6145,AP45 19562435673,A1045609
22.0,138280935,adventure-works\carole0,4,Carole,M,Poland,,Production Technician - WC30,January,Tuesday,688-555-0192,Cell,carole0@adventure-works.com,2141 Bir *(chwo ()od D@#r,,Seattle,Washington,98020,XG ZF@E 722%5A,2080 0000 0000,55?335MK8109,United States,,39,M,F,12/19/2008,#VALUE!,FALSE,42,""" 40:st r",True,{C76A41F1-A390-4AE4-A82A-2A87764C6391},6/30/2014 0:00,C #hine $SE,,B1846290,Feb %%,Polish,45,6.87,Step45hen Hawking,A-,sales,2/15/1989,Tuesday,XG ZF@E 722%5A,3076 6146 3849,,B1846290
23.0,420023788,adventure-works\bjorn0,4,Bjorn,M,Rettig,,Production Technician - WC30,February,Wedn/esday,199-555-0117,Work,bjorn0@adventure-works.com,9 6 ^%78 Lak &eview Blv {}d.,,"Rent36)* o """"n",Washington,98104,CTUEG,2.20E+11,É434044958,United States,1/1/2034,33,S,M,1/7/2009,#VALUE!,FALSE,43,87++,True,{A942E1E0-2D5E-4858-97C0-947020E96860},6/30/2014 0:00,J a panes e,UK06 20203718496,V67 16375,Mar !!! ch,Albanian,6,12.535353,Ma noj263 Bajpayee,B-,IT,1/8/1989,Wedn/esday,CTUEG,4718 7188 2819,UK06 20203718496,V67 16375
24.0,363996959,adventure-works\michiko0,4,Michiko,F,Osada,,Production Technician - WC30,March,Thursday,984-555-0148,Work,michiko0@adventure-works.com,13 435 Bre &*ck Cour &#t,,Re &^ nto|||n,Washington,98074,CTUEG,6130 0000 0000,"650 MKO32 ""{}843",United States,2/3/2030,40,S,M,1/26/2009,#VALUE!,FALSE,44,7 LLLL4,True,{F359F5B6-5E18-4C62-8531-14D951911CE5},6/30/2014 0:00,Sp anish,Hp45 198625471899,L1264783,ap #@r,Uzbek,78,2.5,Al 4exandra C90lave,AB+,marketing,4/15/1989,Thursday,CTUEG,5177 5394 4789,Hp45 198625471899,L1264783
25.0,227319668,adventure-works\carol0,4,Carol,M,Philips,,Production Technician - WC30,April,Frid_ay,609-555-0153,Cell,carol0@adventure-works.com,435@ 0 Min ()ute Dr.$$,,"Re :""dm +_ond",Washington,98011,B A123&&!!!@45 6ÓM5,3220 0000 0000,)#@ 76}{ dk0397014,United States,2/4/2030,Thirty Four,M,F,2/12/2009,#VALUE!,FALSE,45,4IO4,True,{8D0182A3-5B59-4EEA-9B3C-C7F05DA9A2CE},6/30/2014 0:00,Engli sh$,,B1846290,ma%y$,IndoAryan,90,21.5,Rob 17Watt,AB-,tech,6/25/1989,Frid_ay,AGPCB3705U,3811 0238 6944,,B1846290
26.0,301435199,adventure-works\merav0,4,Merav,A,Netz,,Production Technician - WC30,May,Saturday,224-555-0187,Work,merav0@adventure-works.com,12 sh^559 Worth32 %%% Cft.,,"Ev e 77 "":26rett",Washington,98104,,4.40E+11,"9 )24<> 24? ""dy5254",United States,2/5/2030,39,M,F,3/3/2009,#VALUE!,FALSE,46,6fffff13,True,{2EE7914A-62D3-473B-A0E1-E4E55341EC4E},6/30/2014 0:00,Hi nDi! *,,,Ja (nua ry,Portuguese,36,4.8,Pe46 ter Parker,O+,management,3/28/1989,Saturday,,3750 8430 7653,,
27.0,370989364,adventure-works\reuben0,3,Reuben,H,D'sa,,Production Supervisor - WC40,June,,191-555-0112,Work,reuben0@adventure-works.com,2142 Bir *(chwo ()od D@#r,,Seattle,Washington,98104,XGZ 4@!][5D2Ó139,2.61E+11,5 :ajjda^54160893,United States,2/6/2034,Thirty Four,M,M,12/15/2008,#VALUE!,FALSE,72,"6 ""0",True,{71EEE2A6-B9B3-4BF4-8949-01239DF7C901},6/30/2014 0:00,Po l@iSH,,L1264783,Feb %%,Black,78,2.5,B obM5arley,A+,operations,6/25/1989,,XG ZF@E 722%5A,4755 8766 9949,,L1264783
28.0,697712387,adventure-works\eric1,4,Eric,L,Brown,,Production Technician - WC40,July,Monday,680-555-0118,Cell,eric1@adventure-works.com,10 6 ^%78 Lak &eview Blv {}d.,,Seattle,Washington,98019,BA */'\123Ó45 6M6,4250 0000 0000,"48039""""""""Pnck0516",United States,,56,M,M,1/24/2010,#VALUE!,FALSE,60,21_____,True,{55F62E38-9457-46C8-A824-E46A3117A935},6/30/2014 0:00,Ru $$sssian,UP78 2012%784526%,K7552747,Mar !!! ch,White,34,5.67,Step45hen Hawking,A+,sales,3/28/1989,Monday,BA */'\123Ó45 6M1,9833 8327 6975,AP45 19562435673,K7552747
